service,method,path,operation_name,tag_category,auth_level,description,request_body_schema,response_schema,notes
credit-engine,POST,/admin/credit/adjust,Adjust Credit,admin credit,admin,"Compatibility alias for POST /admin/credit/override, kept for older clients still calling /adjust.",CreditOverrideRequest,CreditOverrideResponse,alias route; rate-limited
credit-engine,GET,/admin/risk/alerts,Get Risk Alerts,admin risk,admin,Returns the most recent risk alerts up to a caller-supplied limit.,,RiskAlertsResponse,
credit-engine,POST,/admin/risk/blacklist,Blacklist Entity,admin risk,admin,"Adds an entity (user/device/IP) to the risk blacklist with a reason code and severity, recording an audit event.",BlacklistRequest,BlacklistResponse,rate-limited via credit_admin_rate_limit
credit-engine,GET,/credit/explain/{assessment_id},Credit Explain,credit,admin,"Returns a human-readable explanation of a specific credit assessment's decision factors for admin review, logging an audit event.",,CreditExplanationResponse,
payment-orchestrator,POST,/api/v1/payments/down-payment,Down Payment,payments,customer,"Initiates a down payment for a signed order: validates order state and amount range, creates a durable idempotent PaymentWorkflow, selects a gateway, and either returns a pending redirect (async gateways) or captures immediately and queues VCN issuance (sync gateways).",DownPaymentRequest,DownPaymentResponse,rate-limited (10/60s); idempotency via Idempotency-Key
payment-orchestrator,POST,/api/v1/payments/pay-installment,Pay Installment,payments,customer,"Pays a specific installment via the selected gateway, guarded by a Redis lock plus a DB row lock to prevent double-charging from concurrent user/auto-collect attempts; emits payment.installment_paid via the transactional outbox instead of mutating installment status directly.",PayInstallmentRequest,PayInstallmentResponse,does not mutate Installment.status (Ledger Service owns that transition)
payment-orchestrator,POST,/api/v1/payments/refund,Initiate Refund,payments,customer,"Initiates a refund against the original successful payment for an order, capping the refundable amount at what remains after any prior refunds.",RefundRequest,RefundResponse,
payment-orchestrator,POST,/api/v1/payments/internal/trigger-installment,Internal Trigger Installment,payments,internal,"Internal endpoint for the legacy billing-sweep trigger to collect an installment, preferring an active Raast mandate, with retry-count tracking and an installment_failed event emitted after max retries.",PayInstallmentRequest,,requires require_internal_token; excluded from OpenAPI schema (include_in_schema=False)
payment-orchestrator,POST,/api/v1/payments/down-payment/{payment_workflow_id}/retry,Retry Down Payment,payments,customer,Retries a failed or expired down-payment workflow under a fresh idempotency key.,,,
payment-orchestrator,GET,/api/v1/payments/history/{order_id},Get Payment History,payments,customer,Returns the full payment transaction and workflow history for an order the caller owns.,,,
payment-orchestrator,POST,/api/v1/payments/internal/installments/{installment_id}/auto-collect,Auto Collect Installment,payments,internal,"Internal endpoint called by Ledger Service's BillingSweepWorker to trigger auto-collection of an overdue installment, preferring an active Raast mandate.",,,requires require_internal_token; excluded from OpenAPI schema; the critical link between billing sweep and payment execution
payment-orchestrator,POST,/api/v1/payments/vcn/issue,Issue Vcn,vcn,customer,Issues a virtual card (VCN) for an order that is in CONTRACTS_SIGNED state.,VcnIssueRequest,VcnIssueResponse,rate-limited (5/60s)
payment-orchestrator,POST,/api/v1/payments/vcn/{vcn_id}/void,Void Vcn,vcn,customer,"Voids a virtual card, retrying Stripe card cancellation up to 3 times before falling back to a local-only void.",,,rate-limited (10/60s); a voided VCN cannot be re-activated
payment-orchestrator,GET,/api/v1/payments/vcn/{order_id}/status,Vcn Status,vcn,customer,"Returns the status, charged amount and usage flag of the VCN issued for an order.",,VcnStatusResponse,
payment-orchestrator,GET,/api/v1/payments/internal/vcn/{order_id}/decrypt,Internal Decrypt Vcn,vcn,internal,"Decrypts and returns plaintext PAN/CVV for an order's VCN, called only by product-service's checkout agent.",,VcnDecryptResponse,requires require_internal_token; rate-limited (30/60s); response must not be logged in full at INFO level
payment-orchestrator,GET,/api/v1/admin/payments/transactions,List Transactions,admin-payments,admin,"Returns a paginated list of payment transactions filterable by gateway and status, deriving order_id via the linked Loan when not set directly on the transaction.",,PaginatedTransactions,requires RequireRole(superadmin/finance/support); returns paginated list
payment-orchestrator,GET,/api/v1/admin/payments/vcns,List Vcns,admin-payments,admin,"Lists issued virtual cards, optionally filtered by status.",,list[VcnAdminSummary],requires RequireRole(superadmin/finance/support)
payment-orchestrator,GET,/api/v1/admin/payments/gateway-health,Gateway Health,admin-payments,admin,Returns the current health/circuit-breaker status of all configured payment gateways.,,list[GatewayHealthSummary],requires RequireRole(superadmin/finance/support)
payment-orchestrator,POST,/api/v1/admin/payments/reconciliation,Run Reconciliation,admin-payments,admin,Runs payment-level reconciliation against an uploaded gateway settlement batch and returns a discrepancy report.,ReconciliationImportRequest,ReconciliationReport,requires RequireRole(superadmin/finance)
payment-orchestrator,GET,/api/v1/admin/payments/workflows,List Workflows,admin-payments,admin,Returns a paginated list of all payment workflows.,,,requires RequireRole(superadmin/finance/support); returns paginated list
payment-orchestrator,POST,/api/v1/admin/payments/workflows/{workflow_id}/force-retry,Force Retry Workflow,admin-payments,admin,Forces a retry of a failed/expired payment workflow by resetting it to INITIATED under a fresh suffixed idempotency key.,,,requires RequireRole(superadmin/finance)
payment-orchestrator,POST,/api/v1/admin/payments/adjustments,Create Adjustment,admin-payments,admin,"Queues a manual credit/debit adjustment for an order's loan via an outbox event, for compensation or manual corrections.",AdjustmentRequest,,requires RequireRole(superadmin/finance)
payment-orchestrator,GET,/api/v1/admin/payments/audit-trail/{order_id},Get Audit Trail,admin-payments,admin,Returns a consolidated audit trail of transactions and VCNs for an order's payments.,,,requires RequireRole(superadmin/finance/support)
payment-orchestrator,POST,/api/v1/admin/payments/reconciliation/trigger,Trigger Reconciliation,admin-payments,admin,"Manually triggers settlement reconciliation for a gateway/date as a background task, without needing the CLI worker.",,,requires RequireRole(superadmin/finance); long-running/async job
payment-orchestrator,GET,/api/v1/admin/payments/mandates/{user_id},Get User Mandates,admin-payments,admin,"Returns all payment mandates (e.g. Raast auto-debit) on file for a user, for verifying auto-collection setup.",,,requires RequireRole(superadmin/finance/support)
payment-orchestrator,POST,/api/v1/payments/mandates,Setup Mandate,mandates,customer,Sets up a new payment mandate (e.g. Raast auto-debit) via the selected gateway's adapter.,MandateSetupRequest,MandateSetupResponse,
payment-orchestrator,GET,/api/v1/payments/mandates/,List Mandates,mandates,customer,Lists the current user's payment mandates.,,list[MandateStatusResponse],
payment-orchestrator,DELETE,/api/v1/payments/mandates/{mandate_id},Revoke Mandate,mandates,customer,Revokes an active payment mandate owned by the current user.,,,
payment-orchestrator,POST,/api/v1/payments/mandates/setup,Setup Mandate Legacy,mandates,customer,Backward-compatible alias of POST /payments/mandates for legacy clients.,MandateSetupRequest,MandateSetupResponse,excluded from OpenAPI schema; alias route
payment-orchestrator,POST,/api/v1/payments/mandates/{mandate_reference}/revoke,Revoke Mandate Legacy,mandates,customer,"Backward-compatible alias of DELETE /payments/mandates/{id}, looking the mandate up by reference instead of ID.",,,excluded from OpenAPI schema; alias route
payment-orchestrator,POST,/api/v1/webhooks/safepay,Safepay Webhook,webhooks,webhook,"Receives SafePay payment confirmations, verifies signature, dedupes on the gateway's stable transaction id, confirms the down payment, and queues VCN issuance for the order's full total.",,WebhookAck,webhook signature verification; no auth token
payment-orchestrator,POST,/api/v1/webhooks/jazzcash,Jazzcash Webhook,webhooks,webhook,"Receives JazzCash payment confirmations, verifies signature, dedupes, confirms the down payment, and queues VCN issuance for the order's full total.",,WebhookAck,webhook signature verification; no auth token
payment-orchestrator,POST,/api/v1/webhooks/raast,Raast Webhook,webhooks,webhook,"Receives Raast IBFT transfer confirmations after payer OTP approval, verifies signature, dedupes, confirms the down payment, and queues VCN issuance.",,WebhookAck,webhook signature verification; no auth token
payment-orchestrator,POST,/api/v1/webhooks/raast/mandate,Raast Mandate Webhook,webhooks,webhook,Receives Raast mandate-authorization confirmations and updates the corresponding PaymentMandate's status to active or failed.,,WebhookAck,webhook signature verification; no auth token
payment-orchestrator,POST,/api/v1/webhooks/safepay/refund,Safepay Refund Webhook,webhooks,webhook,Receives SafePay asynchronous refund-completion callbacks and settles the matching RefundWorkflow.,,WebhookAck,webhook signature verification; no auth token
payment-orchestrator,POST,/api/v1/webhooks/jazzcash/refund,Jazzcash Refund Webhook,webhooks,webhook,Receives JazzCash asynchronous refund-completion callbacks and settles the matching RefundWorkflow.,,WebhookAck,webhook signature verification; no auth token
payment-orchestrator,POST,/api/v1/webhooks/raast/refund,Raast Refund Webhook,webhooks,webhook,Receives Raast asynchronous refund-completion callbacks and settles the matching RefundWorkflow.,,WebhookAck,webhook signature verification; no auth token
payment-orchestrator,POST,/api/v1/webhooks/stripe,Stripe Webhook,webhooks,webhook,"Receives Stripe Issuing webhooks (VCN authorizations/transactions), verifies the Stripe signature, dedupes on Stripe's event id, and routes the event to VcnOrchestrator.",,WebhookAck,webhook signature verification (falls back to unverified in dev if secret unset and fallbacks enabled)
ledger-service,GET,/health/live,Liveness,health,public,Bare liveness probe returning a static ok status.,,HealthStatusResponse,not under /api/v1; mounted directly
ledger-service,GET,/health/ready,Readiness,health,public,"Readiness probe checking DB and Redis connectivity, that ledger accounts and an active charity are seeded, and that the ledger event listener/watchdog tasks are alive.",,ReadinessResponse,not under /api/v1; mounted directly
ledger-service,GET,/accounts/,List Accounts,Accounts,admin,"Lists all general-ledger accounts with their current balances, optionally filtered by account type and as-of date.",,,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/accounts/{account_code},Get Account Details,Accounts,admin,Returns detail and balance for a specific GL account.,,,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/accounts/{account_code}/ledger,Get Account Ledger,Accounts,admin,"Returns the full T-account ledger view for an account, cursor-paginated over a date range.",,,requires require_admin_role(finance_analyst/super_admin); returns paginated list
ledger-service,GET,/entries/,List Journal Entries,Journal Entries,admin,"Queries journal entries with cursor-based pagination, filterable by date range, entry type and source type.",,,requires require_admin_role(finance_analyst/super_admin); returns paginated list
ledger-service,GET,/entries/{entry_number},Get Entry,Journal Entries,admin,Returns detail for a specific journal entry by entry number.,,,requires require_admin_role(finance_analyst/super_admin)
ledger-service,POST,/entries/manual,Create Manual Entry,Journal Entries,admin,"Posts a manual multi-line journal entry directly to the general ledger (super_admin only), idempotent on the Idempotency-Key header.",ManualEntryRequest,,requires require_admin_role(super_admin); rate-limited via rate_limit_admin_writes
ledger-service,POST,/entries/{entry_number}/reverse,Reverse Entry,Journal Entries,admin,"Reverses an existing journal entry with a stated reason (super_admin only), idempotent on the Idempotency-Key header.",ReversalRequest,,requires require_admin_role(super_admin); rate-limited via rate_limit_admin_writes
ledger-service,GET,/periods/,List Periods,Periods,admin,Lists accounting periods and their open/closed statuses.,,,requires require_admin_role(finance_analyst/super_admin)
ledger-service,POST,/periods/{period_key}/close,Close Period,Periods,admin,Closes an accounting period to prevent further postings (super_admin only).,PeriodCloseRequest,,requires require_admin_role(super_admin); rate-limited via rate_limit_admin_writes
ledger-service,POST,/periods/{period_key}/reopen,Reopen Period,Periods,admin,"Reopens a closed accounting period (super_admin only, use with caution).",,,requires require_admin_role(super_admin); rate-limited via rate_limit_admin_writes
ledger-service,GET,/admin/finance/pl,Get Profit Loss,Admin Finance,admin,Builds and returns the profit-and-loss report for a given accounting period.,,ProfitLossResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/admin/finance/trial-balance,Get Trial Balance,Admin Finance,admin,Returns the trial balance for a given accounting period.,,TrialBalanceResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/admin/finance/balance-sheet,Get Balance Sheet,Admin Finance,admin,Builds and returns the balance sheet as of a given date.,,BalanceSheetResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/admin/finance/accounts,Get Ledger Accounts,Admin Finance,admin,"Lists GL accounts with balances, optionally filtered by account type and as-of date.",,LedgerAccountsListResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/admin/finance/accounts/{account_code}/balance,Get Ledger Account Balance,Admin Finance,admin,Returns the balance for a specific GL account as of a given date.,,AccountBalanceResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/admin/finance/entries,Get Journal Entries,Admin Finance,admin,"Lists journal entries with cursor pagination and date/type filters (finance-report view, distinct route from /entries/).",,JournalEntryListResponse,requires require_admin_role(finance_analyst/super_admin); returns paginated list
ledger-service,GET,/admin/finance/entries/{entry_number},Get Journal Entry Detail,Admin Finance,admin,Returns detail for a specific journal entry (finance-report view).,,JournalEntryResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/admin/finance/ar-aging,Get Ar Aging,Admin Finance,admin,"Builds an accounts-receivable aging report as of a given date, filterable by user, plan type and status.",,ARAgingResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/admin/finance/dlq,Get Dlq Messages,Admin Finance,admin,Lists messages currently sitting in the event dead-letter queue.,,DLQListResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/admin/finance/dlq/{message_id},Get Dlq Message Detail,Admin Finance,admin,Returns detail for a specific dead-letter-queue message by its 1-based index.,,DLQMessageResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,POST,/admin/finance/dlq/{message_id}/retry,Retry Dlq Message,Admin Finance,admin,Re-publishes a dead-letter-queue message's event back onto its channel for reprocessing (super_admin only).,,DLQRetryResponse,requires require_admin_role(super_admin)
ledger-service,GET,/admin/finance/reconciliation,Get Reconciliation,Admin Finance,admin,"Lists payment-gateway reconciliation snapshots, filterable by gateway and settlement date, paginated.",,ReconciliationListResponse,requires require_admin_role(finance_analyst/super_admin); returns paginated list
ledger-service,GET,/admin/finance/shariah-audit,Get Shariah Audit,Admin Finance,admin,Builds a Shariah-compliance audit report for a given period.,,ShariahAuditResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,POST,/admin/finance/reconciliation,Import Reconciliation,Admin Finance,internal,Imports a gateway settlement snapshot for reconciliation matching.,ReconciliationImportRequest,ReconciliationImportResponse,"requires require_internal_request, not admin-role gated"
ledger-service,POST,/admin/finance/reconciliation/{reconciliation_id}/override,Manual Reconciliation Override,Admin Finance,admin,Force-matches a discrepant reconciliation record with a stated reason (super_admin only).,ReconciliationOverrideRequest,ReconciliationOverrideResponse,requires require_admin_role(super_admin)
ledger-service,GET,/admin/finance/cash-flow,Get Cash Flow,Admin Finance,admin,Builds a direct-method cash flow statement for a given period.,,CashFlowResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/admin/finance/ar-aging/export,Export Ar Aging Details,Admin Finance,admin,"Exports granular AR-aging line-item detail, filterable by minimum days overdue, for offline analysis.",,list[ARAgingDetailResponse],requires require_admin_role(finance_analyst/super_admin)
ledger-service,POST,/admin/finance/periods/seed,Seed Periods,Admin Finance,admin,Seeds 12 monthly accounting periods for a given fiscal year (super_admin only).,FiscalYearSeedRequest,list[PeriodManagementResponse],requires require_admin_role(super_admin)
ledger-service,POST,/admin/finance/periods/{period_key}/close,Close Period,Admin Finance,admin,"Closes an accounting period (finance-admin view, super_admin only).",,PeriodManagementResponse,requires require_admin_role(super_admin)
ledger-service,POST,/admin/finance/periods/{period_key}/reopen,Reopen Period,Admin Finance,admin,"Reopens a closed accounting period (finance-admin view, super_admin only).",,PeriodManagementResponse,requires require_admin_role(super_admin)
ledger-service,GET,/admin/finance/charity-report,Get Charity Report,Admin Finance,admin,Returns a summary of late-fee charity allocations for a given period.,,CharityReportResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,POST,/admin/finance/charity-disbursement,Post Charity Disbursement,Admin Finance,admin,Records a charity disbursement against one or more allocation IDs (super_admin only).,CharityDisbursementRequest,CharityDisbursementResponse,requires require_admin_role(super_admin); rate-limited via rate_limit_admin_writes
ledger-service,POST,/admin/finance/billing-sweep,Trigger Billing Sweep,Admin Finance,admin,Manually triggers the billing sweep for a given date (super_admin only).,,,requires require_admin_role(super_admin); rate-limited via rate_limit_admin_writes; long-running job
ledger-service,GET,/admin/finance/overdue-report,Get Overdue Report,Admin Finance,admin,"Returns an overdue-installment report with total outstanding amounts, filterable by minimum days overdue.",,OverdueReportResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,GET,/admin/finance/tasdeeq-report,Get Tasdeeq Report,Admin Finance,admin,Generates and submits the TASDEEQ credit-bureau report for a given date.,,TasdeeqReportResponse,requires require_admin_role(finance_analyst/super_admin)
ledger-service,POST,/admin/finance/charity/process-allocation,Process Charity Allocation,Admin Finance,admin,Processes pending charity allocations and auto-disburses any above the nisab threshold (super_admin only).,,CharityAutoAllocationResponse,requires require_admin_role(super_admin); rate-limited via rate_limit_admin_writes
ledger-service,GET,/admin/finance/periods/upcoming-closes,Get Upcoming Period Closes,Admin Finance,admin,"Returns open accounting periods whose end date falls within a given number of days, for close-alerting.",,list[PeriodCloseAlertResponse],requires require_admin_role(finance_analyst/super_admin)
ledger-service,POST,/internal/billing/trigger-sweep,Internal Trigger Billing Sweep,Internal Billing,internal,Allows Gateway to manually trigger the billing sweep for a given date.,,,requires require_internal_request
notification-service,GET,/api/health/live,Liveness,Health,public,Bare liveness probe returning a static alive status.,,,not under /api/v1; mounted without the v1 prefix
notification-service,GET,/api/health/ready,Readiness,Health,public,"Detailed readiness probe checking Postgres, Redis, the event listener, queue/retry/DLQ depths, and per-channel dispatcher health (degraded if SMS/push dispatchers are down).",,,not under /api/v1; mounted without the v1 prefix; returns 503 when not ready
notification-service,POST,/api/v1/tracking/register,Register Tracking,Tracking,internal,Registers a shipment for AfterShip tracking against an order and courier.,RegisterTrackingRequest,RegisterTrackingResponse,requires require_internal_key
notification-service,GET,/api/v1/tracking/{order_id},Get Tracking Status,Tracking,customer,Returns the current shipment tracking status for an order.,,ShipmentStatusResponse,
notification-service,POST,/api/v1/webhooks/aftership,Aftership Webhook,Webhooks,webhook,"Receives AfterShip shipment tracking-event webhooks, verifies the HMAC-SHA256 signature, dedupes, and updates shipment status.",,WebhookAck,webhook signature verification (HMAC); no auth token
notification-service,POST,/api/v1/webhooks/sendgrid,Sendgrid Webhook,Webhooks,webhook,"Receives SendGrid email delivery/bounce/unsubscribe event webhooks, verifying an ECDSA-P256 signature when configured, and updates dispatch status or disables email for a category on unsubscribe.",,,"webhook signature verification (ECDSA, best-effort if secret unset); no auth token"
notification-service,POST,/api/v1/webhooks/sms-delivery,Sms Delivery Receipt,Webhooks,webhook,"Receives SMS delivery-status webhooks (Jazz/Twilio), verifying HMAC when configured, and updates the matching dispatch's status.",,,"webhook signature verification (HMAC, best-effort if secret unset); no auth token"
notification-service,POST,/api/v1/webhooks/whatsapp-delivery,Whatsapp Delivery Receipt,Webhooks,webhook,"Receives WhatsApp delivery-status webhooks (Jazz), verifying HMAC when configured; only a delivered status transitions the dispatch, read only updates read_at.",,,"webhook signature verification (HMAC, best-effort if secret unset); no auth token"
notification-service,GET,/api/v1/admin/tracking/issues,Get Tracking Issues,Admin Tracking,admin,"Returns shipments with tracking issues (e.g. stalled, exception) for admin review.",,AdminTrackingIssuesResponse,requires require_operations_manager
notification-service,GET,/api/v1/notifications/,List Notifications,Notifications,customer,"Returns a paginated inbox of the current user's notifications with unread count, filterable by read status and category.",,NotificationInboxResponse,returns paginated list
notification-service,POST,/api/v1/notifications/{notification_id}/read,Mark Notification Read,Notifications,customer,Marks a single notification as read for the current user.,,,
notification-service,POST,/api/v1/notifications/read-all,Mark All Notifications Read,Notifications,customer,Marks all of the current user's notifications as read.,,,
notification-service,GET,/api/v1/notifications/unread-count,Get Unread Count,Notifications,customer,Returns the current user's unread notification count.,,,
notification-service,GET,/api/v1/notifications/preferences,Get Preferences,Notifications,customer,Returns the current user's per-category notification channel preferences.,,NotificationPreferencesResponse,
notification-service,PUT,/api/v1/notifications/preferences,Update Preferences,Notifications,customer,Updates the current user's per-category notification channel preferences.,PreferenceUpdateRequest,,
notification-service,POST,/api/v1/notifications/unsubscribe,Global Unsubscribe,Notifications,customer,Globally unsubscribes the current user from all non-essential notifications.,,,
notification-service,POST,/api/v1/internal/notifications/send,Internal Send Notification,Internal Notifications,internal,"Creates and queues a notification for a user from an event type and template variables, on behalf of another service.",InternalNotificationRequest,,requires require_internal_key
notification-service,POST,/api/v1/internal/notifications/otp,Internal Send Otp,Internal Notifications,internal,"Sends an OTP code via SMS/WhatsApp with strict rate limiting, bypassing the user's normal notification preferences.",OTPRequest,,requires require_internal_key; 429 if rate-limited
notification-service,POST,/api/v1/internal/notifications/bulk,Internal Send Bulk,Internal Notifications,internal,Creates a batch of notifications for multiple users from a single event type.,BulkNotificationRequest,,requires require_internal_key
notification-service,GET,/api/v1/admin/notifications/,List All Notifications,Admin Notifications,admin,"Returns a paginated list of all notifications across users, filterable by user_id and status.",,,requires require_permissions(admin:notifications:read); returns paginated list
notification-service,GET,/api/v1/admin/notifications/stats,Get Notification Stats,Admin Notifications,admin,Returns notification counts by status and dispatch counts by status.,,,requires require_permissions(admin:notifications:read)
notification-service,GET,/api/v1/admin/notifications/dlq,List Dlq Items,Admin Notifications,admin,Returns up to 100 items currently sitting in the notification dead-letter queue.,,,requires require_permissions(admin:notifications:write)
notification-service,POST,/api/v1/admin/notifications/retry/{notification_id},Retry Notification,Admin Notifications,admin,Resets a notification's dead-lettered dispatches to pending and re-enqueues it.,,,requires require_permissions(admin:notifications:write)
notification-service,POST,/api/v1/admin/notifications/dlq/retry-all,Retry All Dlq,Admin Notifications,admin,Re-enqueues every notification currently in the dead-letter queue and clears the DLQ.,,,requires require_permissions(admin:notifications:write)
notification-service,DELETE,/api/v1/admin/notifications/dlq/purge,Purge Dlq,Admin Notifications,admin,Purges the notification dead-letter queue without retrying its contents.,,,requires require_permissions(admin:notifications:write)
notification-service,GET,/api/v1/admin/notifications/scheduled,List Scheduled,Admin Notifications,admin,Lists notifications scheduled for future delivery that have not yet fired.,,,requires require_permissions(admin:notifications:read)
notification-service,DELETE,/api/v1/admin/notifications/scheduled/{scheduled_id},Cancel Scheduled,Admin Notifications,admin,Cancels a not-yet-fired scheduled notification.,,,requires require_permissions(admin:notifications:write)
